subject,body,label
re : evergreen deals,"no that is a gtc firm that will expire when the contract does .
julie
daren j farmer
12 / 20 / 99 04 : 05 pm
to : julie meyers / hou / ect @ ect
cc :
subject : re : evergreen deals
vintage should be 93730 .
julie meyers
12 / 20 / 99 02 : 27 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : evergreen deals
look at comments below .
julie
daren j farmer
12 / 20 / 99 01 : 43 pm
to : julie meyers / hou / ect @ ect
cc :
subject : evergreen deals
julie ,
i need to know if the following deals have evergreen provisions to roll into
jan 2000 .
cokinos / 9676 95912 - no this is a gtc firm contract , deal expires with
contract
cokinos / 6373 128952 - this is a gtc spot
coral / 4120 93883 - this is on a single transaction contract , we would need
to check with the trader
encina / 6392 93487 - yes , this is a committed reserve . i marked the
evergreen flag .
midcoast / 5097 92956 - no , gtc lst purchaser , deal expires with contract .
united o & m / 5053 93728 - no , this deal was moved to the wellhead portfolio
for january , but the deal was terminated per legal .
vintage / 2540 93750 - not the right deal number .
thanks .
d",0
re : evergreen deals,"look at comments below .
julie
daren j farmer
12 / 20 / 99 01 : 43 pm
to : julie meyers / hou / ect @ ect
cc :
subject : evergreen deals
julie ,
i need to know if the following deals have evergreen provisions to roll into
jan 2000 .
cokinos / 9676 95912 - no this is a gtc firm contract , deal expires with
contract
cokinos / 6373 128952 - this is a gtc spot
coral / 4120 93883 - this is on a single transaction contract , we would need
to check with the trader
encina / 6392 93487 - yes , this is a committed reserve . i marked the
evergreen flag .
midcoast / 5097 92956 - no , gtc lst purchaser , deal expires with contract .
united o & m / 5053 93728 - no , this deal was moved to the wellhead portfolio
for january , but the deal was terminated per legal .
vintage / 2540 93750 - not the right deal number .
thanks .
d",0
potential well head - january 2000,"darren :
the following is the potential new wellhead volume for january 2000 that i
am currently aware of . this was not included in the production estimate
number given by vance .
eog - hortense # 1 , polk county , new meter , 5 , 000 mmbtu / day
brayton operating - brayton - drushell # 1 , jackson county , possibly new
meter or meter 9720 , 3 , 000 mmbtu / day
let me know if you have any questions ,
susan x 33321",0
january production estimate,"daren / carlos :
i did not receive any more customer nominations . therefore , the attached
file should not have changed from what was provided to carlos last week .
please let me know if you have any questions ,
thanks , scs x 33321
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 12 / 20 / 99 11 : 23 am
- - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
12 / 17 / 99 04 : 07 pm
to : susan smith / hou / ect @ ect
cc : melissa graves / hou / ect @ ect
subject : january production estimate
susan ,
please see the attached file for january ' s production estimate . this is
pretty much the final estimate except that i have calls in to costilla &
walter ( superior ) . they both said that they would fax their nom once it was
complete . hopefully this will be by monday . if not , all of the traders have
reviewed the estimate and made their changes . i feel pretty confident that
this is a good number . however , if your should receive any noms before
monday at noon , please update the file and send it to carlos and daren .
thanks and merry christmas to you and yours !
vlt
x 3 - 6353",0
re : pennzoil avails,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 20 / 99 03 : 05
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 20 / 99 02 : 46 : 42 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : re : pennzoil avails
here are the january 1999 devon south texas volumes . you may notice that some
if them are not different from december ' s . . . but i reviewed their list and
these are the january numbers .
david
- devon stx . xls",0
valero 8018 and 1394,"it is my understanding the outages valero incurred at the above locations are
force majure situations during december and should not trigger the buyback
feature of the contract .
gary , i have not seen any documentation of this from valero . please follow up
with your counterpart to secure the letter of notice or we will need to
process the deal as if the buyback is active .
thanks
ken",0
hl & p,"daren . sorry i forgot to include you
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 01 : 33
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kimberly vaughn
12 / 21 / 99 02 : 01 pm
to : janet h wallis / hou / ect @ ect
cc : howard b camp / hou / ect @ ect
subject : hl & p
janet . i am back from vacation . i have updated the hl & p flow mtd . jill
told me that on the 18 th , 19 th and 20 th the san jac . nom should be 29 , 209 .
is this correct ? we ' ll need to change sitara . i have had scada problems at
meter 1401 . gas control has given me a verbal from the 14 th on . i will
monitor scada and adjust as necessary . let me know if there is anything else
that i can do . thanks .",0
phillips petroleum,"i wanted to update you on those phillips deals that the counterparty is
saying are booked wrong . i have left gary l . a voice mail , but i have a
feeling i won ' t be hearing from him . so , we might not be getting an answer
until next week on these deals . the deals are ; 131054 & 131048 .
if i hear from gary i ' ll let you know . i ' m hoping that they are ok .
julie",0
re : meter # 1512,"no one resolved this . it still needs to be done . you , robert , and volume
management need to be involved for november . you and robert can take care of
dec . if you need more input let me know .
thanks
ken
kimberly vaughn
12 / 21 / 99 04 : 17 pm
to : kenneth seaman / hou / ect @ ect
cc :
subject : re : meter # 1512
i was on vacation the week that sent this note out . i was just wondering if
anyone helped you resolve this ? and if not do you need help ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 03 : 15
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 12 / 21 / 99 03 : 28 pm
to : kimberly vaughn / hou / ect @ ect
cc :
subject : re : meter # 1512
i think i know what you are asking , but not for sure . what does do this while
i was out mean ? ?
kimberly vaughn
12 / 21 / 99 02 : 12 pm
to : kenneth seaman / hou / ect @ ect
cc :
subject : meter # 1512
ken . did anyone do this while i was out ? do you need anthing ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 01 : 10
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 12 / 13 / 99 02 : 19 pm
to : howard b camp / hou / ect @ ect , kimberly vaughn / hou / ect @ ect , robert e
lloyd / hou / ect @ ect
cc :
subject : meter # 1512
in november volume was applied to deal # 92963 when , in fact , all volume
should be on 125066 . please effect this change asap and insure december is
set up for 125066 . deal # 92963 should have been terminated at the end of
october .
thanks
ken",0
"98 - 1052 ( pasadena plant phillips ) and 98 - 6614 ( lehrer "" c "" # 1 )","98 - 1052 ( del . meter ) has flow for 11 / 10 / 99 and 11 / 11 / 99 . maxey walters
( field guy ) informed me that he rec ' d a call from our mktg . people asking him
to flow gas these two days due to problems ocurring at phillips on these two
days . can you please look into this for me and see if you can provide me
with a k # to assess this business to ? thanks .
98 - 6614 ( rec . meter ) has flow for every day this month but no k . last month
it was on the 215 k , sitara # 93035 . the start date on this deal is 7 / 1 / 99 and
the stop date is 11 / 30 / 99 . sitara # 130917 ' s start and stop date is 10 / 1 / 99
and 1 / 31 / 00 but the expected vols for 12 / 99 are "" 0 "" . can you look into this
and tell me is the expected vols . for 12 / 99 should be different ?
thanks again .
- jackie -
3 - 9497",0
01 / 00 natural gas nomination,"enron methanol company nominates the following requirements for the methanol
plant for january 2000 :
35 , 000 mmbtu per day
egpfc nominates the following requirements for the mtbe plant at morgan ' s
point for january 2000 :
2 , 000 mmbtu per day from 01 / 01 / 00 through 01 / 04 / 00
5 , 000 mmbtu per day from 01 / 05 / 00 through 01 / 08 / 00
8 , 500 mmbtu per day from 01 / 09 / 00 through 01 / 31 / 00",0
misc . questions,"hhere are some questions for david that i already sent . do you have anything
else ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 01 : 49
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 12 / 21 / 99 12 : 35 pm
to : dscottl @ . com
cc :
subject : misc . questions
questions :
1 . at agua dulce , which pipe can the gp plant go into ? can it go into hpl ?
2 . do you have nom forms for any plant nominations we may need ?
3 . for gemc , is the tejas plant at thompsonville ? do you know how any of
those points tie into hpl ?
4 . do you have avails for mops production ? the gas that is transported to
tivoli - - what contract do you use ?
5 . for kerr mcgee , do you have the entex contacts you speak with ?
6 . is there a waskom nom form ? with whom do you speak over there ?
7 . for the avails sheet you sent , the first row of column titles is blacked
out . can you tell me what the row reads ?
8 . what volumes will come from koch gathering into carthage for next month ?
we show conflicting numbers .
thanks ,
ami
713 / 853 - 9272
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 01 : 49
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 12 / 21 / 99 01 : 48 pm
to : dscottl @ . com
cc :
subject : more questions
1 . at carthage , the deliveries to koch ? what is that 15000 on your
whiteboard for . who is it to ? are the volumes termed up ?
2 . at midcon texas , you usually sell all the supply to its marketing
affiliate , correct ? is so , is that gas termed up or do you sell it month to
month ?
3 . is the gas to entex off tomcat sold as base or swing ? don ' t they change
the volume occasionally ? has anadarko given you any avails for jan ?
thanks ,
ami",0
kerr mcgee : tomcat,"hey joe ,
here ' s the response i got with regards to tomcat . i ' ve place another call
into david and let him know that the information we received included most
points except for tomcat . i ' ll keep you informed .
what i know is that the gas is sourced at mi 587 and moved on km ' s firm
contract . for as long as ces remembers , they sell the gas to entex . entex
chooses the pipe off which they take - - usually midcon - - also , hpl channel , or
tejas . km is invoiced directly . volume is approx . 2395 . the deal with entex
is written up monthly . km pays on a basket of indices . entex pays on the
highest index .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 09 : 32
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 21 / 99 09 : 18 : 12 am
to : ami chokshi / corp / enron @ enron
cc :
subject : re :
the response i got from our risk desk was that your structuring group has
already been provided all of this information . . . so you probably need to
check
with them . my guess would be tetco stx is where the tomcat gas belongs .
david",0
holiday on - call data,"pipeline contact phone fax pager
black marlin blair lichentwalter 713 853 - 7367 713 646 - 3201 ( h )
281 370 - 1866
debbie thompson 713 853 - 3144 713 646 - 3201
( noms due today for 23 rd through 27 th )
channel jim tobacco 713 420 - 2159
gas control 1 505 599 - 2333
( open thursday . noms will be due through monday )
centana william spekels 713 627 - 6290 713 762 - 3450
donna spencer 713 627 - 6255
gas control 1 888 204 - 1718
( noms due today for 23 rd through 27 th )
duke energy annette anderson 713 260 - 8603 713 949 - 3026
( on call ) bob moseman 713 - 260 - 8698 ( thursday )
open tomorrow - noms will be due thru the 27 th )
lonestar gary gafford 214 670 - 2674 214 875 - 3810
gas control 214 875 - 2455 or 2456
( noms due today , 23 rd thru 27 th )
northern natural ben markey 853 - 7581 cell 713 446 - 9404 800 931 - 0398
( on call ) charlie mosey 853 - 1520
gas control 853 -
( open thursday - noms due thru 27 th . )
east trans - east texas
tejas gas control 713 767 - 5366
paula svehla 713 230 - 3569
mickey chapman 713 230 - 3546
( open thursday - noms due thru 27 th )
midcon ( y 2 k ) ken nachlinger 713 369 - 9284 713 369 - 9375 888 733 - 5954
( on call ) steven 888 790 - 0255
( y 2 k ) don 888 733 - 4602
gas control 713 369 - 9200
( noms due today , 23 rd thru 27 th )
moss bluff no current business",0
